,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentDanger,HouleDanger,Ligne_Frioul-Vieux Port,Ligne_IF-Frioul,Ligne_IF-Vieux Port,Ligne_Vieux Port-Frioul,Ligne_Vieux Port-IF,Annulation
3823,4.0,0.3,0.5,4.0,1,21.0,117,0,0,1.0,0.0,0.0,0.0,0.0,0
3824,4.0,0.2,0.3,4.0,1,17.0,-78,0,0,0.0,0.0,0.0,1.0,0.0,0
3825,6.0,0.2,0.4,4.0,1,16.0,-43,0,0,1.0,0.0,0.0,0.0,0.0,0
3826,3.0,0.2,0.4,3.0,1,16.0,-8,0,0,0.0,0.0,0.0,1.0,0.0,0
3827,6.0,0.2,0.4,4.0,1,15.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3828,5.0,0.2,0.4,4.0,1,15.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
3829,2.0,0.2,0.4,4.0,1,17.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3830,4.0,0.2,0.6,4.0,1,17.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3831,2.0,0.2,0.3,4.0,1,19.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3832,4.0,0.2,0.5,4.0,1,20.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3833,2.0,0.3,0.6,4.0,1,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3834,2.0,0.3,0.6,4.0,1,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3835,2.0,0.3,0.5,4.0,1,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3836,3.0,0.2,0.4,4.0,1,24.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3837,4.0,0.3,0.4,4.0,1,23.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3838,4.0,0.3,0.4,4.0,1,23.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0
3839,4.0,0.3,0.5,4.0,1,24.0,0,1,0,0.0,0.0,1.0,0.0,0.0,0
3840,5.0,0.3,0.5,4.0,1,24.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3841,5.0,0.3,0.5,4.0,1,24.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3842,4.0,0.2,0.4,4.0,1,24.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3843,4.0,0.2,0.4,4.0,1,25.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3844,6.0,0.2,0.4,4.0,1,26.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3845,5.0,0.2,0.4,4.0,1,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3846,5.0,0.2,0.4,4.0,1,26.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
3847,7.0,0.2,0.4,4.0,1,26.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3848,7.0,0.2,0.4,4.0,1,26.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3849,7.0,0.3,0.5,4.0,1,25.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3850,9.0,0.2,0.4,4.0,1,25.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3851,8.0,0.2,0.4,4.0,1,25.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
3852,7.0,0.2,0.4,4.0,1,24.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3853,8.0,0.2,0.4,4.0,1,24.0,19,0,0,0.0,0.0,0.0,1.0,0.0,0
3854,5.0,0.2,0.4,4.0,1,22.0,49,0,0,1.0,0.0,0.0,0.0,0.0,0
3855,5.0,0.2,0.4,3.0,1,21.0,89,0,0,0.0,0.0,0.0,1.0,0.0,0
3856,3.0,0.2,0.4,3.0,1,20.0,119,0,0,1.0,0.0,0.0,0.0,0.0,0
3857,5.0,0.2,0.3,4.0,1,19.0,-80,0,0,0.0,0.0,0.0,1.0,0.0,0
3858,6.0,0.2,0.4,4.0,1,19.0,-45,0,0,1.0,0.0,0.0,0.0,0.0,0
3859,7.0,0.2,0.3,3.0,1,19.0,-10,0,0,0.0,0.0,0.0,1.0,0.0,0
3860,7.0,0.2,0.4,3.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3861,8.0,0.2,0.4,3.0,1,18.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
3862,8.0,0.3,0.6,2.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3863,8.0,0.3,0.6,3.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3864,9.0,0.4,0.6,3.0,1,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3865,9.0,0.4,0.6,3.0,1,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3866,8.0,0.4,0.6,3.0,1,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3867,8.0,0.4,0.6,3.0,1,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3868,7.0,0.4,0.6,3.0,1,23.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3869,9.0,0.5,0.8,3.0,1,24.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3870,9.0,0.5,0.8,3.0,1,24.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3871,8.0,0.5,0.8,3.0,1,24.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3872,9.0,0.5,1.1,3.0,1,24.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3873,9.0,0.5,1.0,3.0,1,25.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3874,8.0,0.6,1.2,3.0,2,25.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3875,9.0,0.6,1.2,4.0,2,25.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3876,11.0,0.6,1.2,4.0,2,25.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3877,11.0,0.6,1.2,4.0,2,25.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3878,12.0,0.7,1.2,4.0,2,26.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3879,11.0,0.7,1.3,4.0,2,26.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3880,12.0,0.7,1.3,4.0,2,25.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3881,10.0,0.6,1.2,4.0,2,25.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3882,10.0,0.6,1.2,4.0,2,25.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
3883,10.0,0.6,1.0,4.0,2,24.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3884,8.0,0.6,1.1,4.0,2,24.0,21,0,0,0.0,0.0,0.0,1.0,0.0,0
3885,6.0,0.6,1.3,4.0,2,23.0,51,0,0,1.0,0.0,0.0,0.0,0.0,0
3886,8.0,0.6,1.0,4.0,2,22.0,91,0,0,0.0,0.0,0.0,1.0,0.0,0
3887,8.0,0.6,1.0,4.0,2,22.0,121,0,0,1.0,0.0,0.0,0.0,0.0,0
3888,6.0,0.5,0.9,4.0,1,21.0,141,0,0,0.0,0.0,0.0,1.0,0.0,0
3889,6.0,0.5,0.8,4.0,1,21.0,215,0,0,1.0,0.0,0.0,0.0,0.0,0
3890,4.0,0.4,0.9,4.0,1,17.0,-81,0,0,0.0,0.0,0.0,1.0,0.0,0
3891,4.0,0.5,0.8,4.0,1,17.0,-46,0,0,1.0,0.0,0.0,0.0,0.0,0
3892,5.0,0.5,0.9,4.0,1,17.0,-11,0,0,0.0,0.0,0.0,1.0,0.0,0
3893,2.0,0.5,0.8,4.0,1,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3894,2.0,0.5,0.8,4.0,1,18.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
3895,2.0,0.5,0.8,4.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
3896,2.0,0.5,1.1,4.0,1,18.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3897,3.0,0.5,0.7,4.0,1,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3898,3.0,0.5,0.7,4.0,1,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3899,2.0,0.5,1.1,4.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3900,2.0,0.5,1.1,4.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3901,2.0,0.5,0.9,4.0,1,23.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3902,2.0,0.5,0.9,4.0,1,23.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3903,2.0,0.5,0.9,4.0,1,23.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3904,2.0,0.5,1.1,4.0,1,23.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3905,2.0,0.5,1.1,4.0,1,23.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3906,4.0,0.5,0.8,5.0,1,23.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3907,4.0,0.5,0.8,5.0,1,23.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3908,5.0,0.5,0.9,5.0,1,23.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3909,7.0,0.5,0.9,4.0,1,24.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3910,7.0,0.5,0.9,4.0,1,24.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3911,7.0,0.5,0.9,4.0,1,24.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3912,8.0,0.5,0.8,4.0,1,23.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3913,9.0,0.5,0.9,4.0,1,24.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3914,9.0,0.5,0.9,4.0,1,24.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3915,9.0,0.5,0.9,4.0,1,24.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3916,8.0,0.6,0.9,4.0,2,25.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3917,8.0,0.6,0.9,4.0,2,25.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3918,7.0,0.6,0.9,4.0,2,26.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3919,7.0,0.6,0.9,4.0,2,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3920,7.0,0.6,0.9,4.0,2,26.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3921,9.0,0.6,0.9,4.0,2,26.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
3922,14.0,0.6,1.1,4.0,2,25.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3923,14.0,0.6,1.1,4.0,2,25.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3924,14.0,0.6,1.1,4.0,2,25.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3925,11.0,0.6,0.9,4.0,2,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3926,11.0,0.6,0.9,4.0,2,26.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
3927,15.0,0.6,1.0,4.0,2,26.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3928,15.0,0.6,1.0,4.0,2,26.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
3929,15.0,0.6,1.0,4.0,2,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3930,15.0,0.6,1.0,4.0,2,26.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
3931,15.0,0.6,1.0,4.0,2,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3932,15.0,0.6,1.0,4.0,2,26.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3933,16.0,0.6,1.1,4.0,2,25.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
3934,16.0,0.6,1.1,4.0,2,25.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
3935,12.0,0.6,1.2,4.0,2,25.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3936,10.0,0.7,1.1,4.0,2,24.0,22,1,0,0.0,0.0,0.0,1.0,0.0,0
3937,11.0,0.7,1.3,4.0,2,23.0,52,1,0,1.0,0.0,0.0,0.0,0.0,0
3938,10.0,0.7,1.1,4.0,2,22.0,92,1,0,0.0,0.0,0.0,1.0,0.0,0
3939,10.0,0.6,1.2,4.0,2,22.0,122,1,0,1.0,0.0,0.0,0.0,0.0,0
3940,16.0,1.0,1.7,4.0,2,17.0,-82,1,1,0.0,0.0,0.0,1.0,0.0,0
3941,21.0,1.0,1.6,4.0,2,16.0,-47,1,1,1.0,0.0,0.0,0.0,0.0,0
3942,20.0,1.0,1.4,4.0,2,16.0,-12,1,1,0.0,0.0,0.0,1.0,0.0,0
3943,17.0,0.9,1.6,4.0,2,15.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3944,15.0,0.9,1.8,4.0,2,15.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3945,15.0,1.0,1.8,4.0,2,14.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3946,18.0,1.0,1.7,4.0,2,15.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3947,18.0,1.0,1.7,4.0,2,15.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3948,17.0,1.0,1.7,4.0,2,15.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3949,17.0,1.0,1.7,4.0,2,15.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3950,17.0,1.0,1.7,4.0,2,15.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3951,16.0,1.0,1.6,4.0,2,16.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3952,16.0,1.0,1.6,4.0,2,16.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3953,18.0,1.0,1.7,4.0,2,16.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3954,18.0,1.0,1.7,4.0,2,16.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3955,18.0,1.0,1.7,4.0,2,16.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3956,18.0,1.0,1.7,4.0,2,16.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3957,20.0,1.1,2.1,4.0,2,17.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3958,20.0,1.1,2.1,4.0,2,17.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3959,20.0,1.1,2.1,4.0,2,17.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3960,19.0,1.1,2.2,4.0,2,18.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3961,19.0,1.1,2.2,4.0,2,18.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3962,20.0,1.1,1.9,4.0,2,18.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3963,20.0,1.1,1.9,4.0,2,18.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3964,22.0,1.0,1.7,4.0,2,19.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3965,22.0,1.0,1.7,4.0,2,19.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3966,22.0,1.0,1.7,4.0,2,19.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3967,22.0,1.0,1.7,4.0,2,19.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3968,22.0,1.0,1.5,4.0,2,19.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3969,22.0,1.0,1.5,4.0,2,19.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3970,22.0,1.0,1.5,4.0,2,19.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3971,22.0,1.0,1.5,4.0,2,19.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3972,21.0,1.0,2.1,4.0,2,20.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3973,23.0,1.1,1.9,4.0,2,20.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3974,23.0,1.1,1.9,4.0,2,20.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3975,23.0,1.1,1.9,4.0,2,20.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3976,23.0,1.1,1.9,4.0,2,20.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3977,24.0,1.1,2.1,4.0,2,21.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3978,24.0,1.1,2.1,4.0,2,21.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3979,24.0,1.1,2.1,4.0,2,21.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3980,27.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3981,27.0,1.2,2.0,4.0,2,20.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3982,25.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3983,25.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3984,25.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3985,27.0,1.2,2.0,4.0,2,20.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3986,27.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1
3987,27.0,1.2,2.0,4.0,2,20.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3988,24.0,1.1,2.0,4.0,2,20.0,0,1,1,0.0,1.0,0.0,0.0,0.0,1
3989,23.0,1.1,2.0,4.0,2,20.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3990,23.0,1.1,2.0,4.0,2,20.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3991,19.0,1.2,2.0,4.0,2,19.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0
3992,19.0,1.2,2.0,4.0,2,19.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3993,16.0,1.2,2.0,4.0,2,19.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0
3994,18.0,1.1,2.1,4.0,2,18.0,24,1,1,0.0,0.0,0.0,1.0,0.0,0
3995,23.0,1.1,2.2,4.0,2,18.0,54,1,1,1.0,0.0,0.0,0.0,0.0,0
3996,17.0,1.0,2.0,4.0,2,17.0,94,1,1,0.0,0.0,0.0,1.0,0.0,0
3997,15.0,0.9,1.7,4.0,2,17.0,124,1,1,1.0,0.0,0.0,0.0,0.0,0
3998,3.0,0.3,0.6,3.0,1,14.0,-83,0,1,0.0,0.0,0.0,1.0,0.0,0
3999,4.0,0.3,0.6,3.0,1,14.0,-48,0,1,1.0,0.0,0.0,0.0,0.0,0
4000,2.0,0.3,0.5,3.0,1,14.0,-13,0,1,0.0,0.0,0.0,1.0,0.0,0
4001,4.0,0.3,0.5,3.0,1,13.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
4002,4.0,0.3,0.5,3.0,1,14.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0
4003,2.0,0.3,0.5,3.0,1,14.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
4004,2.0,0.3,0.6,3.0,1,15.0,0,0,1,0.0,0.0,0.0,0.0,1.0,1
4005,2.0,0.3,0.6,3.0,1,15.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0
4006,3.0,0.4,1.0,3.0,1,15.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4007,4.0,0.8,1.5,4.0,2,16.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4008,2.0,0.7,1.4,4.0,2,17.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4009,2.0,0.7,1.4,4.0,2,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4010,2.0,0.7,1.4,4.0,2,17.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4011,2.0,0.6,1.2,4.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4012,5.0,0.8,1.3,4.0,2,20.0,0,1,0,0.0,0.0,0.0,0.0,1.0,1
4013,5.0,0.8,1.3,4.0,2,20.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
4014,5.0,0.8,1.6,4.0,2,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4015,5.0,0.8,1.6,4.0,2,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4016,13.0,1.1,1.9,4.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4017,13.0,1.1,1.9,4.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4018,13.0,1.1,1.9,4.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4019,14.0,1.2,1.9,4.0,2,23.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4020,15.0,1.2,2.0,4.0,2,23.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4021,15.0,1.2,2.0,4.0,2,23.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4022,17.0,1.2,2.0,4.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4023,15.0,1.1,1.8,4.0,2,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4024,16.0,1.0,1.7,4.0,2,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4025,16.0,1.0,1.7,4.0,2,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4026,12.0,0.9,2.0,4.0,2,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4027,13.0,0.9,1.3,4.0,2,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4028,10.0,0.9,1.5,4.0,2,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4029,14.0,0.9,1.5,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4030,11.0,0.9,1.6,4.0,2,20.0,26,0,0,0.0,0.0,0.0,1.0,0.0,0
4031,10.0,0.9,1.7,4.0,2,20.0,56,0,0,1.0,0.0,0.0,0.0,0.0,0
4032,6.0,0.9,1.6,4.0,2,19.0,96,0,0,0.0,0.0,0.0,1.0,0.0,0
4033,6.0,1.0,1.5,4.0,2,19.0,126,0,0,1.0,0.0,0.0,0.0,0.0,0
4034,7.0,1.1,2.4,4.0,2,18.0,-84,0,0,0.0,0.0,0.0,1.0,0.0,0
4035,6.0,1.0,1.7,5.0,2,18.0,-49,0,0,1.0,0.0,0.0,0.0,0.0,0
4036,8.0,1.1,1.8,5.0,2,18.0,-14,0,0,0.0,0.0,0.0,1.0,0.0,0
4037,7.0,1.1,2.1,5.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4038,6.0,1.2,2.2,5.0,2,18.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4039,7.0,1.3,2.2,5.0,3,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4040,3.0,1.2,1.9,5.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4041,3.0,1.2,1.9,5.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4042,9.0,1.2,2.4,5.0,2,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4043,6.0,1.2,2.2,5.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4044,10.0,1.2,2.1,5.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4045,10.0,1.2,2.1,5.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4046,10.0,1.2,2.1,5.0,2,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4047,10.0,1.2,2.0,5.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4048,11.0,1.3,2.3,5.0,3,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4049,11.0,1.3,2.3,5.0,3,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4050,12.0,1.4,2.4,5.0,3,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4051,12.0,1.4,2.4,5.0,3,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4052,9.0,1.4,2.9,5.0,3,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4053,9.0,1.4,2.9,5.0,3,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4054,9.0,1.4,2.9,5.0,3,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4055,9.0,1.5,2.5,5.0,3,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4056,10.0,1.5,2.6,5.0,3,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4057,10.0,1.5,2.6,5.0,3,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4058,13.0,1.3,2.1,5.0,3,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4059,12.0,1.3,2.4,5.0,3,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4060,12.0,1.3,2.3,5.0,3,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4061,12.0,1.3,2.3,5.0,3,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4062,10.0,1.3,2.8,5.0,3,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4063,10.0,1.3,2.4,5.0,3,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4064,11.0,1.2,2.2,5.0,2,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4065,12.0,1.2,2.1,5.0,2,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4066,14.0,1.1,1.9,5.0,2,20.0,27,0,0,0.0,0.0,0.0,1.0,0.0,0
4067,13.0,1.0,2.0,5.0,2,19.0,57,0,0,1.0,0.0,0.0,0.0,0.0,0
4068,11.0,1.0,1.6,5.0,2,19.0,97,0,0,0.0,0.0,0.0,1.0,0.0,0
4069,10.0,1.0,1.6,5.0,2,19.0,127,0,0,1.0,0.0,0.0,0.0,0.0,0
4070,11.0,1.2,2.3,5.0,2,19.0,-86,0,0,0.0,0.0,0.0,1.0,0.0,0
4071,14.0,1.3,2.8,5.0,3,19.0,-51,0,0,1.0,0.0,0.0,0.0,0.0,0
4072,14.0,1.3,2.6,5.0,3,19.0,-16,0,0,0.0,0.0,0.0,1.0,0.0,0
4073,13.0,1.2,2.2,5.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4074,15.0,1.0,1.7,5.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4075,18.0,1.1,1.8,5.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4076,15.0,1.2,1.8,5.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4077,15.0,1.2,1.8,5.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4078,16.0,1.1,1.8,4.0,2,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4079,18.0,1.1,2.2,5.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
4080,18.0,1.1,1.6,4.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
4081,18.0,1.1,1.6,4.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
4082,18.0,1.1,1.6,4.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
4083,11.0,1.3,2.2,4.0,3,25.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
