,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentMistral,HouleMistral,Annulation
21386,4.0,0.3,0.5,5.0,1,21.0,0,1,0,0
21389,6.0,0.3,0.6,5.0,1,22.0,0,1,0,0
21393,13.0,0.3,0.5,5.0,1,23.0,0,0,0,0
21396,14.0,0.3,0.5,5.0,1,23.0,0,0,0,0
21398,15.0,0.3,0.5,5.0,1,23.0,0,0,0,0
21402,16.0,0.2,0.4,5.0,1,24.0,0,0,0,0
21404,14.0,0.2,0.4,5.0,1,23.0,0,0,0,0
21408,15.0,0.2,0.4,6.0,1,23.0,0,0,0,0
21411,14.0,0.2,0.4,6.0,1,23.0,0,0,0,0
21416,13.0,0.2,0.4,6.0,1,22.0,0,0,0,0
21436,2.0,0.2,0.3,5.0,1,19.0,0,0,0,0
21438,3.0,0.2,0.4,4.0,1,20.0,0,1,0,0
21441,2.0,0.2,0.4,5.0,1,22.0,0,0,0,0
21445,9.0,0.2,0.4,5.0,1,23.0,0,0,0,0
21448,9.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21450,8.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21453,12.0,0.2,0.4,4.0,1,25.0,0,0,1,0
21457,12.0,0.3,0.4,5.0,1,24.0,0,0,0,0
21459,13.0,0.3,0.4,5.0,1,24.0,0,0,0,0
21463,13.0,0.2,0.4,5.0,1,24.0,0,0,0,0
21466,12.0,0.3,0.4,4.0,1,24.0,0,0,0,0
21470,12.0,0.3,0.4,4.0,1,24.0,0,0,0,0
21488,2.0,0.2,0.4,4.0,1,19.0,0,0,0,0
21490,2.0,0.2,0.4,4.0,1,19.0,0,0,0,0
21493,2.0,0.2,0.3,4.0,1,22.0,0,0,0,0
21496,6.0,0.2,0.4,4.0,1,22.0,0,0,0,0
21500,8.0,0.2,0.4,4.0,1,23.0,0,0,0,0
21503,10.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21506,10.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21508,9.0,0.2,0.5,4.0,1,24.0,0,0,0,0
21512,10.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21515,11.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21518,10.0,0.2,0.5,3.0,1,23.0,0,0,0,0
21522,10.0,0.2,0.4,4.0,1,23.0,0,0,0,0
21542,2.0,0.2,0.3,3.0,1,18.0,0,0,0,0
21544,5.0,0.2,0.3,4.0,1,19.0,0,1,0,0
21547,4.0,0.2,0.5,4.0,1,20.0,0,1,0,0
21549,4.0,0.2,0.5,4.0,1,20.0,0,1,0,0
21553,5.0,0.2,0.4,4.0,1,20.0,0,1,0,0
21556,5.0,0.2,0.4,5.0,1,22.0,0,1,0,0
21558,8.0,0.2,0.4,4.0,1,21.0,0,1,0,0
21563,8.0,0.2,0.4,4.0,1,22.0,0,1,0,0
21565,8.0,0.2,0.4,4.0,1,24.0,0,1,0,0
21569,9.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21572,11.0,0.2,0.4,4.0,1,25.0,0,0,0,0
21575,10.0,0.2,0.3,4.0,1,24.0,0,0,0,0
21578,10.0,0.2,0.4,4.0,1,24.0,0,0,0,0
21581,12.0,0.2,0.4,4.0,1,23.0,0,0,0,0
21606,7.0,0.2,0.3,3.0,1,18.0,0,0,1,0
21608,4.0,0.2,0.3,3.0,1,19.0,0,0,0,0
21611,3.0,0.2,0.3,3.0,1,20.0,0,0,0,0
21613,6.0,0.2,0.3,3.0,1,22.0,0,1,0,0
21618,6.0,0.2,0.3,3.0,1,22.0,0,1,0,0
21620,12.0,0.2,0.5,4.0,1,21.0,0,1,0,0
21622,6.0,0.1,0.3,4.0,0,21.0,0,1,0,0
21626,9.0,0.2,0.3,4.0,1,22.0,0,0,0,0
21629,11.0,0.2,0.2,3.0,1,23.0,0,0,0,0
21632,9.0,0.2,0.4,3.0,1,24.0,0,0,1,0
21636,9.0,0.3,0.5,3.0,1,24.0,0,0,1,0
21639,8.0,0.3,0.4,3.0,1,25.0,0,0,1,0
21643,11.0,0.3,0.5,3.0,1,25.0,0,0,1,0
21647,15.0,0.3,0.6,3.0,1,24.0,0,0,0,0
21672,15.0,0.8,1.3,4.0,2,20.0,0,1,0,1
21676,14.0,0.8,1.5,4.0,2,21.0,0,1,0,1
21679,8.0,0.8,1.3,4.0,2,22.0,0,1,0,1
21682,4.0,0.8,1.4,5.0,2,22.0,0,1,0,1
21689,3.0,0.8,1.3,5.0,2,23.0,0,1,0,1
21693,4.0,0.8,1.4,5.0,2,23.0,0,1,0,1
21694,5.0,0.8,1.3,5.0,2,24.0,0,0,0,1
21699,8.0,0.8,1.4,5.0,2,24.0,0,0,0,1
21704,10.0,0.8,1.6,5.0,2,25.0,0,0,0,1
21709,11.0,0.8,1.3,5.0,2,26.0,0,0,0,1
21714,12.0,0.8,1.2,5.0,2,26.0,0,1,0,1
21718,13.0,0.8,1.6,5.0,2,27.0,0,1,0,1
21723,12.0,0.8,1.3,5.0,2,27.0,0,1,0,1
21727,10.0,0.7,1.4,5.0,2,27.0,0,1,0,1
21752,2.0,0.5,0.8,4.0,1,19.0,0,0,0,0
21754,4.0,0.5,0.9,4.0,1,20.0,0,1,0,0
21757,5.0,0.5,0.8,4.0,1,21.0,0,1,0,0
21761,6.0,0.4,0.9,4.0,1,21.0,0,1,0,0
21764,4.0,0.4,0.8,4.0,1,22.0,0,1,0,0
21765,5.0,0.4,0.7,4.0,1,22.0,0,1,0,0
21771,5.0,0.4,0.7,4.0,1,23.0,0,1,0,0
21774,6.0,0.3,0.7,4.0,1,23.0,0,1,0,0
21777,10.0,0.3,0.6,4.0,1,23.0,0,0,0,0
21780,8.0,0.3,0.5,4.0,1,23.0,0,0,0,0
21783,14.0,0.3,0.6,4.0,1,22.0,0,0,0,0
21786,11.0,0.3,0.6,4.0,1,20.0,0,0,0,0
21789,10.0,0.4,0.6,4.0,1,20.0,0,0,0,0
21807,21.0,1.7,3.0,6.0,3,16.0,0,1,0,1
21809,21.0,1.7,2.8,6.0,3,17.0,0,1,0,1
21813,25.0,1.6,2.4,6.0,3,19.0,0,1,0,1
21817,24.0,1.7,3.1,6.0,3,19.0,0,1,0,1
21822,28.0,1.6,2.7,6.0,3,20.0,0,1,0,1
21825,24.0,1.6,2.5,6.0,3,20.0,0,1,0,1
21829,30.0,1.6,2.7,6.0,3,21.0,0,1,0,1
21834,28.0,1.7,2.8,6.0,3,21.0,0,1,0,1
21838,25.0,1.5,2.4,6.0,3,21.0,0,1,0,1
21842,29.0,1.4,2.5,5.0,3,22.0,0,1,0,1
21847,26.0,1.4,2.1,5.0,3,22.0,0,1,0,1
21850,28.0,1.3,2.1,5.0,3,22.0,0,1,0,1
21869,21.0,1.5,2.7,5.0,3,17.0,0,1,0,1
21872,21.0,1.5,2.6,5.0,3,17.0,0,1,0,1
21877,21.0,1.7,2.6,6.0,3,19.0,0,1,0,1
21880,24.0,1.6,2.9,6.0,3,19.0,0,1,0,1
21885,23.0,1.6,3.2,6.0,3,21.0,0,1,0,1
21887,21.0,1.6,2.9,6.0,3,21.0,0,1,0,1
21891,19.0,1.4,2.6,6.0,3,21.0,0,1,0,1
21896,22.0,1.6,2.9,6.0,3,22.0,0,1,0,1
21899,19.0,1.6,2.4,6.0,3,23.0,0,1,0,1
21905,22.0,1.6,2.9,6.0,3,23.0,0,1,0,1
21909,22.0,1.6,2.6,5.0,3,23.0,0,1,0,1
21913,22.0,1.6,3.0,5.0,3,22.0,0,1,0,1
21930,8.0,1.2,1.9,5.0,2,15.0,0,1,0,1
21934,8.0,1.3,2.1,6.0,3,16.0,0,1,0,1
21937,9.0,1.2,2.5,6.0,2,17.0,0,1,0,1
21942,6.0,1.1,1.9,6.0,2,18.0,0,1,0,1
21946,13.0,1.2,2.2,5.0,2,20.0,0,1,0,1
21949,11.0,1.4,2.2,5.0,3,20.0,0,1,0,1
21954,10.0,1.4,2.2,5.0,3,21.0,0,1,0,1
21957,10.0,1.4,2.2,5.0,3,21.0,0,1,0,1
21963,19.0,1.5,2.7,5.0,3,22.0,0,1,0,1
21966,21.0,1.5,2.3,5.0,3,21.0,0,1,0,1
21971,19.0,1.4,2.4,5.0,3,21.0,0,1,0,1
21975,14.0,1.2,2.9,5.0,2,15.0,0,0,0,1
21992,4.0,0.6,1.0,5.0,2,14.0,0,0,0,0
21995,11.0,0.7,1.2,5.0,2,16.0,0,0,0,0
21997,10.0,0.7,1.3,6.0,2,16.0,0,0,0,0
22001,7.0,0.7,1.2,6.0,2,18.0,0,0,0,1
22003,2.0,0.7,1.1,6.0,2,18.0,0,0,0,0
22008,2.0,0.7,1.1,6.0,2,19.0,0,0,0,0
22011,7.0,0.7,1.0,6.0,2,19.0,0,1,0,1
22012,7.0,0.7,1.0,5.0,2,19.0,0,1,0,0
22017,9.0,0.7,1.0,6.0,2,18.0,0,1,0,0
22020,15.0,0.7,1.2,5.0,2,18.0,0,0,0,1
22029,14.0,0.7,1.2,5.0,2,19.0,0,0,0,1
22034,14.0,0.6,1.2,5.0,2,17.0,0,0,0,1
22038,8.0,0.6,1.1,5.0,2,20.0,0,0,0,1
22044,7.0,0.6,0.9,5.0,2,19.0,0,0,0,1
22047,7.0,0.5,0.9,5.0,1,17.0,0,0,1,1
22074,10.0,0.6,1.0,4.0,2,15.0,0,1,1,1
22076,10.0,0.6,1.0,4.0,2,16.0,0,1,0,1
22080,11.0,0.6,1.1,4.0,2,17.0,0,1,1,1
22082,10.0,0.6,1.2,4.0,2,17.0,0,1,0,1
22088,11.0,0.6,1.1,4.0,2,18.0,0,1,0,1
22092,9.0,0.7,1.2,5.0,2,19.0,0,1,0,1
22096,9.0,0.7,1.1,5.0,2,20.0,0,1,0,1
22102,10.0,0.7,1.3,5.0,2,20.0,0,1,0,1
22106,13.0,0.7,1.2,5.0,2,22.0,0,1,0,1
22108,14.0,0.9,1.5,5.0,2,22.0,0,1,0,1
22114,14.0,1.0,1.8,5.0,2,23.0,0,1,0,1
22119,17.0,1.1,1.6,5.0,2,23.0,0,1,0,1
22124,17.0,1.1,1.9,5.0,2,24.0,0,1,0,1
22129,19.0,1.0,1.8,4.0,2,24.0,0,1,0,1
22148,20.0,1.4,2.4,6.0,3,18.0,0,1,0,1
22151,19.0,1.4,2.2,6.0,3,19.0,0,1,0,1
22156,21.0,1.3,2.4,6.0,3,20.0,0,1,0,1
22158,19.0,1.4,2.2,6.0,3,20.0,0,1,0,1
22164,20.0,1.3,2.1,6.0,3,21.0,0,1,0,1
22168,19.0,1.2,1.8,5.0,2,22.0,0,1,0,1
22171,18.0,1.2,1.8,6.0,2,23.0,0,1,0,1
22176,18.0,1.2,2.0,6.0,2,24.0,0,1,0,1
22178,19.0,1.1,2.0,6.0,2,24.0,0,1,0,1
22183,19.0,1.0,1.6,6.0,2,24.0,0,1,0,1
22188,22.0,1.0,1.5,5.0,2,24.0,0,1,0,1
22192,20.0,1.0,1.8,5.0,2,24.0,0,1,0,1
22210,22.0,1.4,2.5,6.0,3,18.0,0,1,0,1
22213,22.0,1.5,3.0,6.0,3,18.0,0,1,0,1
22217,24.0,1.4,2.3,5.0,3,19.0,0,1,0,1
22221,24.0,1.5,2.3,5.0,3,20.0,0,1,0,1
22226,29.0,1.6,2.4,5.0,3,20.0,0,1,0,1
22228,31.0,1.7,3.0,6.0,3,20.0,0,1,0,1
22233,29.0,1.7,3.4,6.0,3,20.0,0,1,0,1
22237,32.0,1.6,2.5,6.0,3,20.0,0,1,0,1
22240,35.0,1.7,2.7,5.0,3,20.0,0,1,0,1
22246,34.0,1.6,2.8,5.0,3,20.0,0,1,0,1
22249,34.0,1.6,3.0,5.0,3,20.0,0,1,0,1
22254,38.0,1.7,2.8,5.0,3,19.0,0,1,0,1
22271,14.0,1.7,2.9,6.0,3,16.0,0,1,0,1
22274,13.0,1.6,3.2,6.0,3,17.0,0,1,0,1
22280,15.0,1.5,2.5,6.0,3,18.0,0,1,0,1
22282,13.0,1.5,2.4,6.0,3,19.0,0,1,0,1
22287,11.0,1.3,2.7,6.0,3,20.0,0,1,0,1
22291,10.0,1.4,2.4,6.0,3,20.0,0,1,0,1
22296,12.0,1.4,2.3,6.0,3,21.0,0,1,0,1
22299,12.0,1.2,2.4,6.0,2,22.0,0,1,0,1
22302,13.0,1.3,2.3,6.0,3,22.0,0,1,0,1
22307,8.0,1.1,1.7,6.0,2,21.0,0,1,0,1
22311,10.0,1.2,2.1,6.0,2,22.0,0,1,0,1
22316,10.0,1.0,1.6,6.0,2,21.0,0,1,0,1
22335,4.0,0.4,0.6,5.0,1,16.0,0,1,1,0
22337,6.0,0.4,0.6,5.0,1,16.0,0,1,0,0
22340,5.0,0.4,0.7,5.0,1,16.0,0,0,1,0
22341,3.0,0.4,0.7,5.0,1,17.0,0,1,0,0
22346,6.0,0.4,0.7,5.0,1,17.0,0,1,0,0
22350,7.0,0.4,0.7,4.0,1,16.0,0,0,0,0
22351,5.0,0.4,0.6,5.0,1,16.0,0,0,0,0
22356,3.0,0.3,0.5,5.0,1,16.0,0,0,0,0
22358,4.0,0.3,0.5,5.0,1,16.0,0,1,0,0
22362,3.0,0.3,0.6,5.0,1,16.0,0,1,0,0
22364,2.0,0.3,0.5,5.0,1,16.0,0,1,0,0
22368,7.0,0.3,0.6,6.0,1,16.0,0,1,0,0
22371,7.0,0.3,0.5,6.0,1,16.0,0,1,0,0
22374,8.0,0.4,0.8,6.0,1,16.0,0,1,0,0
22395,2.0,0.4,0.7,4.0,1,15.0,0,1,0,0
22397,2.0,0.4,0.7,4.0,1,16.0,0,1,1,0
22400,2.0,0.4,0.7,4.0,1,16.0,0,0,0,0
22401,4.0,0.4,0.7,4.0,1,16.0,0,1,1,0
22406,3.0,0.5,0.8,4.0,1,16.0,0,1,1,0
22409,4.0,0.5,0.9,4.0,1,17.0,0,1,0,0
22411,3.0,0.5,1.0,5.0,1,17.0,0,1,1,0
22416,4.0,0.6,1.2,5.0,2,18.0,0,1,0,0
22419,4.0,0.6,1.1,5.0,2,18.0,0,1,0,0
22422,5.0,0.6,1.0,5.0,2,18.0,0,1,0,0
22426,4.0,0.6,1.1,5.0,2,18.0,0,0,0,0
22430,7.0,0.6,1.0,5.0,2,19.0,0,0,0,0
22434,6.0,0.6,1.1,5.0,2,18.0,0,0,0,0
22438,5.0,0.6,1.0,5.0,2,16.0,0,0,0,0
22461,6.0,0.5,0.9,5.0,1,15.0,0,1,0,0
22463,4.0,0.5,0.8,5.0,1,15.0,0,1,0,0
22466,3.0,0.5,1.0,5.0,1,15.0,0,1,0,0
22467,2.0,0.5,1.1,5.0,1,16.0,0,1,0,0
22473,2.0,0.5,0.9,5.0,1,16.0,0,1,0,0
22476,6.0,0.6,1.0,5.0,2,17.0,0,1,0,0
22478,4.0,0.5,1.0,5.0,1,17.0,0,1,0,0
22482,5.0,0.6,1.0,5.0,2,18.0,0,0,0,0
22486,6.0,0.6,1.0,5.0,2,17.0,0,0,0,0
22489,6.0,0.6,1.1,5.0,2,18.0,0,1,0,0
22492,6.0,0.6,1.2,5.0,2,18.0,0,1,0,0
22496,7.0,0.7,1.2,5.0,2,19.0,0,1,0,0
22499,5.0,0.6,1.1,5.0,2,19.0,0,1,0,0
22503,6.0,0.7,1.1,5.0,2,18.0,0,1,0,0
22524,5.0,0.4,0.7,4.0,1,15.0,0,1,0,0
22527,3.0,0.4,0.6,5.0,1,15.0,0,1,0,0
22529,4.0,0.4,0.6,5.0,1,16.0,0,1,0,0
22533,4.0,0.4,0.7,5.0,1,16.0,0,1,0,0
22535,4.0,0.4,0.6,5.0,1,17.0,0,1,0,0
22538,3.0,0.4,0.6,5.0,1,17.0,0,1,0,1
22540,5.0,0.4,0.6,5.0,1,17.0,0,1,0,0
22544,4.0,0.4,0.8,5.0,1,17.0,0,0,0,0
22547,4.0,0.3,0.6,5.0,1,17.0,0,1,0,0
22550,7.0,0.3,0.6,4.0,1,18.0,0,1,0,0
22553,8.0,0.3,0.6,4.0,1,18.0,0,1,0,0
22557,6.0,0.3,0.5,4.0,1,18.0,0,1,0,0
22560,4.0,0.3,0.5,4.0,1,19.0,0,1,0,0
22563,8.0,0.3,0.5,4.0,1,20.0,0,1,0,0
22584,3.0,0.4,0.6,5.0,1,18.0,0,1,0,0
22586,4.0,0.3,0.6,5.0,1,19.0,0,1,0,0
22589,3.0,0.3,0.5,5.0,1,20.0,0,1,0,0
22592,4.0,0.3,0.5,6.0,1,22.0,0,1,0,0
22596,7.0,0.3,0.5,5.0,1,23.0,0,0,0,0
22599,9.0,0.3,0.5,6.0,1,24.0,0,0,0,0
22601,10.0,0.3,0.4,6.0,1,26.0,0,0,0,0
22604,8.0,0.3,0.5,6.0,1,26.0,0,0,0,0
22608,10.0,0.3,0.5,5.0,1,26.0,0,0,0,0
22611,17.0,0.3,0.5,5.0,1,20.0,0,0,0,0
22614,5.0,0.3,0.4,5.0,1,18.0,0,0,0,0
22617,5.0,0.3,0.5,5.0,1,18.0,0,1,0,0
22634,2.0,0.2,0.3,5.0,1,19.0,0,0,0,0
22636,5.0,0.2,0.3,6.0,1,20.0,0,1,0,0
22640,4.0,0.2,0.3,6.0,1,21.0,0,1,0,0
22643,5.0,0.2,0.3,5.0,1,23.0,0,1,0,0
22646,7.0,0.2,0.3,5.0,1,24.0,0,1,0,0
22649,7.0,0.2,0.3,5.0,1,24.0,0,1,0,0
22652,5.0,0.2,0.3,5.0,1,24.0,0,0,0,0
22655,7.0,0.2,0.3,5.0,1,23.0,0,0,0,0
22658,6.0,0.1,0.3,5.0,0,23.0,0,0,0,0
22661,6.0,0.2,0.3,5.0,1,23.0,0,0,0,0
22664,5.0,0.2,0.3,5.0,1,23.0,0,0,0,0
22667,4.0,0.1,0.3,5.0,0,24.0,0,0,0,0
22684,2.0,0.2,0.3,3.0,1,19.0,0,0,0,0
22686,2.0,0.2,0.4,3.0,1,20.0,0,0,0,0
22690,6.0,0.3,0.5,4.0,1,22.0,0,0,1,0
22692,7.0,0.3,0.4,5.0,1,22.0,0,0,0,0
22696,8.0,0.2,0.4,4.0,1,24.0,0,0,0,0
22698,8.0,0.2,0.3,4.0,1,25.0,0,1,1,0
22702,11.0,0.2,0.3,4.0,1,25.0,0,0,1,0
22704,11.0,0.2,0.4,4.0,1,25.0,0,0,0,0
22707,12.0,0.3,0.6,4.0,1,25.0,0,0,0,0
22711,12.0,0.3,0.6,3.0,1,24.0,0,0,0,0
22714,11.0,0.3,0.5,4.0,1,24.0,0,0,0,0
22717,8.0,0.3,0.5,4.0,1,24.0,0,0,0,0
22734,6.0,0.6,1.2,4.0,2,17.0,0,0,0,0
22736,2.0,0.6,1.2,4.0,2,17.0,0,0,1,0
22740,5.0,0.4,0.7,4.0,1,18.0,0,0,1,0
22742,9.0,0.4,0.7,5.0,1,18.0,0,0,1,0
22746,2.0,0.4,0.7,4.0,1,18.0,0,0,0,0
22749,8.0,0.4,0.6,4.0,1,18.0,0,0,0,0
22752,4.0,0.4,0.7,5.0,1,20.0,0,1,0,0
22754,5.0,0.4,0.7,5.0,1,20.0,0,1,0,0
22757,7.0,0.4,0.8,5.0,1,20.0,0,1,0,0
22761,8.0,0.4,0.6,5.0,1,22.0,0,1,0,0
22764,10.0,0.4,0.6,5.0,1,23.0,0,1,0,0
22767,9.0,0.4,0.6,5.0,1,23.0,0,1,0,0
22784,2.0,0.2,0.3,5.0,1,21.0,0,1,0,0
22786,4.0,0.2,0.3,5.0,1,22.0,0,1,0,0
22789,5.0,0.2,0.3,5.0,1,21.0,0,1,0,0
22792,5.0,0.2,0.3,5.0,1,23.0,0,1,0,0
22796,5.0,0.2,0.4,5.0,1,25.0,0,1,0,0
22798,5.0,0.2,0.3,5.0,1,25.0,0,1,0,0
22801,6.0,0.2,0.3,5.0,1,26.0,0,1,0,0
22806,7.0,0.2,0.3,5.0,1,27.0,0,1,0,0
22809,9.0,0.2,0.3,5.0,1,27.0,0,0,0,0
22813,13.0,0.2,0.5,3.0,1,27.0,0,0,0,0
22816,13.0,0.2,0.4,3.0,1,27.0,0,0,0,0
22819,12.0,0.2,0.5,3.0,1,27.0,0,0,0,0
22838,4.0,0.2,0.3,3.0,1,20.0,0,1,0,0
22840,4.0,0.2,0.3,3.0,1,20.0,0,1,0,0
22843,4.0,0.2,0.3,3.0,1,21.0,0,1,0,0
22844,4.0,0.2,0.3,3.0,1,23.0,0,1,0,0
22850,5.0,0.2,0.3,3.0,1,24.0,0,1,0,0
22853,5.0,0.2,0.3,3.0,1,25.0,0,1,0,0
22854,4.0,0.2,0.3,3.0,1,26.0,0,1,1,0
22858,11.0,0.2,0.3,3.0,1,27.0,0,0,1,0
22861,11.0,0.2,0.3,4.0,1,29.0,0,0,0,0
22865,12.0,0.2,0.4,3.0,1,28.0,0,0,0,0
22867,11.0,0.2,0.3,3.0,1,28.0,0,0,0,0
22871,12.0,0.2,0.5,4.0,1,28.0,0,0,0,0
22875,10.0,0.2,0.3,3.0,1,27.0,0,0,0,0
22879,12.0,0.2,0.3,4.0,1,27.0,0,0,0,0
22902,2.0,0.1,0.2,4.0,0,22.0,0,0,0,0
22904,2.0,0.2,0.4,3.0,1,24.0,0,0,0,0
22907,6.0,0.2,0.3,3.0,1,23.0,0,0,0,0
22909,8.0,0.2,0.4,3.0,1,24.0,0,0,0,0
22913,10.0,0.2,0.3,3.0,1,25.0,0,0,0,0
22916,12.0,0.2,0.4,3.0,1,25.0,0,0,0,0
22918,12.0,0.2,0.3,3.0,1,25.0,0,0,0,0
22923,9.0,0.2,0.3,3.0,1,25.0,0,0,0,0
22926,10.0,0.2,0.3,3.0,1,26.0,0,0,0,0
22931,9.0,0.2,0.4,3.0,1,27.0,0,0,0,0
22934,12.0,0.2,0.4,3.0,1,27.0,0,0,0,0
22937,14.0,0.2,0.4,3.0,1,27.0,0,0,0,0
22941,13.0,0.2,0.4,3.0,1,26.0,0,0,0,0
22946,13.0,0.2,0.4,3.0,1,26.0,0,0,0,0
22972,4.0,0.1,0.2,4.0,0,20.0,0,1,0,0
22974,5.0,0.1,0.2,3.0,0,22.0,0,1,0,0
22977,5.0,0.1,0.2,3.0,0,22.0,0,1,0,0
22978,6.0,0.1,0.2,3.0,0,23.0,0,1,1,0
22984,6.0,0.1,0.2,3.0,0,23.0,0,1,1,0
22987,4.0,0.1,0.2,3.0,0,24.0,0,1,0,0
22988,8.0,0.2,0.3,3.0,1,26.0,0,0,0,0
22991,11.0,0.2,0.3,3.0,1,26.0,0,0,0,0
22994,12.0,0.1,0.2,3.0,0,27.0,0,0,0,0
22998,15.0,0.2,0.3,2.0,1,27.0,0,0,0,0
23000,16.0,0.2,0.4,2.0,1,26.0,0,0,0,0
23004,16.0,0.2,0.4,3.0,1,25.0,0,0,0,0
23009,13.0,0.3,0.4,3.0,1,24.0,0,0,0,0
23013,13.0,0.3,0.4,3.0,1,21.0,0,0,0,0
23030,4.0,0.2,0.4,4.0,1,21.0,0,1,0,0
23032,4.0,0.2,0.4,4.0,1,23.0,0,1,0,0
23036,4.0,0.2,0.3,4.0,1,24.0,0,1,0,0
23038,6.0,0.2,0.3,4.0,1,25.0,0,1,0,0
23042,9.0,0.2,0.3,4.0,1,26.0,0,1,0,0
23045,9.0,0.1,0.3,4.0,0,27.0,0,1,0,0
23048,6.0,0.1,0.2,4.0,0,28.0,0,1,0,0
23051,7.0,0.1,0.2,4.0,0,28.0,0,0,0,0
23053,10.0,0.1,0.2,4.0,0,28.0,0,0,0,0
23057,9.0,0.1,0.2,4.0,0,28.0,0,0,0,0
23060,10.0,0.1,0.2,4.0,0,28.0,0,0,0,0
23063,11.0,0.1,0.3,4.0,0,28.0,0,0,0,0
23080,3.0,0.3,0.6,3.0,1,22.0,0,1,0,0
23082,5.0,0.4,0.8,3.0,1,22.0,0,1,0,0
23086,5.0,0.6,1.0,4.0,2,23.0,0,1,0,0
23088,4.0,0.7,1.1,4.0,2,24.0,0,1,0,0
23092,10.0,0.8,1.4,4.0,2,24.0,0,0,0,0
23094,12.0,0.9,1.6,4.0,2,23.0,0,0,0,0
23097,13.0,0.9,1.5,5.0,2,21.0,0,0,0,0
23101,8.0,0.9,1.5,5.0,2,22.0,0,0,0,0
23103,8.0,0.8,1.6,5.0,2,23.0,0,0,0,0
23107,4.0,0.7,1.2,4.0,2,23.0,0,0,0,0
23110,5.0,0.6,1.1,4.0,2,23.0,0,0,0,0
23113,7.0,0.5,0.8,4.0,1,24.0,0,1,0,0
23170,9.0,1.7,3.1,7.0,3,11.0,0,1,0,1
23173,10.0,1.8,3.3,6.0,3,11.0,0,1,0,1
23176,15.0,2.1,3.6,6.0,3,11.0,0,1,0,1
23181,17.0,2.2,4.7,6.0,3,11.0,0,1,0,1
23185,20.0,2.4,3.6,7.0,3,11.0,0,1,0,1
23190,22.0,2.4,4.2,7.0,3,11.0,0,1,0,1
23194,21.0,2.6,5.0,7.0,4,11.0,0,1,0,1
23196,20.0,2.2,3.6,6.0,3,11.0,0,1,0,1
23202,18.0,2.1,3.4,6.0,3,11.0,0,1,0,1
23205,6.0,2.1,3.8,6.0,3,11.0,0,1,0,1
23209,17.0,2.0,3.0,6.0,3,12.0,0,1,0,1
23213,8.0,2.0,3.8,6.0,3,12.0,0,1,0,1
23232,8.0,1.2,1.9,5.0,2,13.0,0,1,0,1
23235,8.0,1.1,2.0,5.0,2,14.0,0,1,0,1
23239,13.0,1.1,1.9,5.0,2,15.0,0,1,1,1
23244,13.0,1.1,1.7,5.0,2,16.0,0,1,1,1
23248,13.0,1.0,1.9,5.0,2,17.0,0,1,0,1
23252,10.0,1.0,1.9,5.0,2,17.0,0,1,0,1
23254,11.0,1.0,1.7,5.0,2,18.0,0,1,0,1
23260,15.0,1.0,1.5,5.0,2,18.0,0,0,0,1
23264,15.0,1.0,1.9,5.0,2,18.0,0,0,1,1
23267,12.0,0.9,1.4,5.0,2,18.0,0,0,1,1
23272,12.0,0.8,1.4,5.0,2,19.0,0,0,0,1
23276,17.0,0.9,1.6,5.0,2,17.0,0,0,0,1
23295,2.0,0.4,0.7,6.0,1,13.0,0,0,0,0
23297,2.0,0.4,0.8,5.0,1,14.0,0,0,0,0
23300,2.0,0.4,0.8,6.0,1,16.0,0,0,0,0
23302,2.0,0.4,0.8,6.0,1,17.0,0,1,0,0
23307,2.0,0.5,0.8,6.0,1,18.0,0,0,0,0
23310,4.0,0.5,0.9,5.0,1,18.0,0,1,0,0
23311,4.0,0.5,0.8,5.0,1,19.0,0,1,0,0
23314,5.0,0.5,0.8,5.0,1,19.0,0,1,0,0
23318,4.0,0.5,0.8,5.0,1,20.0,0,1,0,0
23321,7.0,0.4,0.7,5.0,1,20.0,0,0,0,0
23323,8.0,0.4,0.8,5.0,1,21.0,0,0,0,0
23327,11.0,0.4,0.8,5.0,1,21.0,0,0,0,0
23330,8.0,0.4,0.8,5.0,1,20.0,0,0,0,0
23334,7.0,0.4,0.8,5.0,1,20.0,0,0,0,0
23357,4.0,0.5,0.8,4.0,1,17.0,0,1,0,0
23359,2.0,0.5,0.9,4.0,1,18.0,0,0,0,0
23362,4.0,0.5,1.0,4.0,1,17.0,0,1,0,0
23363,5.0,0.5,0.9,4.0,1,18.0,0,1,0,0
23369,6.0,0.5,0.8,4.0,1,19.0,0,1,0,0
23371,6.0,0.5,0.9,4.0,1,20.0,0,0,0,0
23373,9.0,0.5,0.9,4.0,1,20.0,0,1,0,0
23378,11.0,0.6,1.1,4.0,2,22.0,0,0,0,0
23380,13.0,0.7,1.3,4.0,2,21.0,0,0,0,0
23383,13.0,0.7,1.3,4.0,2,21.0,0,0,0,0
23386,12.0,0.8,1.3,4.0,2,21.0,0,0,0,0
23390,15.0,0.8,1.4,4.0,2,22.0,0,0,0,0
